brand,review_url,tracked_go_url,countries,categories,official_urls,monetization_path,priority_score,status,next_action
Nutric Bistro,/reviews/nutric-bistro/,/go/nutric-bistro/,Czech Republic,diet prepared meals,https://www.nutricbistro.cz/,direct partnership outreach,55,active,Add to Czech low-carb and diet prepared meal pages
NutriFit,/reviews/nutrifit/,/go/nutrifit/,US,diet prepared meals,https://www.nutrifitonline.com/,direct partnership outreach,55,active_region_check,Add to US customized diet meal pages
Nutrition Solutions,/reviews/nutrition-solutions/,/go/nutrition-solutions/,US,high protein meal prep,https://nutritionsolutions.com/menu/,direct partnership outreach,55,active,Add to US athlete meal-prep challenger pages
NutritionPro,/reviews/nutritionpro/,/go/nutritionpro/,Czech Republic,diet prepared meals,https://nutritionpro.cz/en/,direct partnership outreach,55,active,Add to Czech healthy boxed meal pages
Oakhouse Foods,/reviews/oakhouse-foods/,/go/oakhouse-foods/,UK,frozen senior meals,https://www.oakhousefoods.co.uk/,direct partnership outreach,55,active,"Add to UK frozen, seniors, and no-subscription ready-meal pages"
Ofelimon,/reviews/ofelimon/,/go/ofelimon/,Cyprus,prepared meals,https://ofelimon.com.cy/,direct partnership outreach,55,active_region_check,Add to Cyprus prepared meal alternatives
One Life Meals,/reviews/one-life-meals/,/go/one-life-meals/,Canada,diet prepared meals,https://www.onelifemeals.com/,direct partnership outreach,55,active_region_check,Add to Toronto diet and weight-loss prepared-meal pages
Pasta Evangelists,/reviews/pasta-evangelists/,/go/pasta-evangelists/,UK,fresh pasta meal kit,https://pastaevangelists.com/,direct partnership outreach,55,active,Add to UK specialty meal-kit and pasta dinner pages
Pete's Real Food,/reviews/pete-s-real-food/,/go/pete-s-real-food/,US,paleo prepared meals,https://www.petesrealfood.com/,direct partnership outreach,55,active_content_needs_checkout_check,Keep accounted but verify live meal checkout before strong recommendation
Phosh Food,/reviews/phosh-food/,/go/phosh-food/,spain,prepared meals,https://www.phoshfood.com/,direct partnership outreach,55,active,Confirm coverage area and add to Spain/Portugal expansion backlog
Plan Nutritivo,/reviews/plan-nutritivo/,/go/plan-nutritivo/,Chile,diet prepared meals,https://plannutritivo.cl/,direct partnership outreach,55,active_region_check,Add to Chile healthy prepared meal alternatives
Plant Prepped,/reviews/plant-prepped/,/go/plant-prepped/,Canada,plant-based meal kit,https://plantprepped.com/,direct partnership outreach,55,active,Add to Canada vegan and plant-based meal-kit pages
Plantiful Bangkok,/reviews/plantiful-bangkok/,/go/plantiful-bangkok/,Thailand,plant-based prepared meals,https://www.plantifulbkk.com/plans,direct partnership outreach,55,active_region_check,Add to Thailand plant-based meal-plan pages
Planty,/reviews/planty/,/go/planty/,UK,frozen plant-based meals,https://planty.uk/,direct partnership outreach,55,active,Use for UK vegan and frozen meal pages
Popapej,/reviews/popapej/,/go/popapej/,Czech Republic,diet prepared meals,https://www.popapej.cz/,direct partnership outreach,55,active_region_check,Add to Czech fitness and low-carb prepared meal pages
Power Kitchen Canada Toronto,/reviews/power-kitchen-canada-toronto/,/go/power-kitchen-canada-toronto/,Canada,high protein meal prep,https://powerkitchen.ca/,direct partnership outreach,55,active_region_check,Promote regional variant with delivery-area caveat
pREP UK,/reviews/prep-uk/,/go/prep-uk/,UK,high protein prepared meals,https://prepuk.com/,direct partnership outreach,55,active,Add to UK budget and gym meal-prep pages
PrepKing,/reviews/prepking/,/go/prepking/,UK,prepared meals,https://prepking.co.uk/,direct partnership outreach,55,active,Add to UK challenger meal-prep comparisons
Project LeanNation,/reviews/project-leannation/,/go/project-leannation/,US,high protein meal prep,https://projectleannation.com/,direct partnership outreach,55,active,Add to US high-protein and coaching-led meal prep pages
Pronto Light,/reviews/pronto-light/,/go/pronto-light/,Brazil,diet prepared meals,https://www.prontolight.com.br/,direct partnership outreach,55,active,Add to Brazil diet prepared meal pages
Protein Chefs,/reviews/protein-chefs/,/go/protein-chefs/,Canada,high protein meal prep,https://proteinchefs.com/,direct partnership outreach,55,active,Add to Canada high-protein challenger comparisons
Protein Fitness Meals,/reviews/protein-fitness-meals/,/go/protein-fitness-meals/,Kuwait,high protein meal prep,https://proteinfitnessmeals.com/,direct partnership outreach,55,active,Add to Kuwait high-protein meal-prep alternatives
Protein Kuwait,/reviews/protein-kuwait/,/go/protein-kuwait/,Kuwait,high protein meal prep,https://proteinfitnessmeals.com/,direct partnership outreach,55,active,Add to Kuwait high-protein meal-prep pages
Provenance Meals,/reviews/provenance-meals/,/go/provenance-meals/,US,prepared meals,https://www.provenancemeals.com/,direct partnership outreach,55,active,Add to premium wellness prepared-meal and cleanse pages
Pure Prep Bangkok,/reviews/pure-prep-bangkok/,/go/pure-prep-bangkok/,Thailand,high protein meal prep,https://pureprepbangkok.com/,direct partnership outreach,55,active_region_check,Add to Thailand high-protein meal-prep pages with regional caveat
Real Good Foods,/reviews/real-good-foods/,/go/real-good-foods/,US,high protein frozen meals,https://realgoodfoods.com/collections/all,direct partnership outreach,55,active,Add to high-protein frozen meal pages
Redefine Meals,/reviews/redefine-meals/,/go/redefine-meals/,US,prepared meals,https://www.redefinemeals.com/,direct partnership outreach,55,active_region_check,Add to New York regional prepared-meal pages
Riverford,/reviews/riverford/,/go/riverford/,UK,grocery dinner delivery,https://www.riverford.co.uk/,direct partnership outreach,55,active,Add to UK grocery-dinner and organic recipe-box pages
Rutabago,/reviews/rutabago/,/go/rutabago/,France,organic meal kit,https://www.rutabago.com/,direct partnership outreach,55,active,Add to France organic meal-kit pages
Rutiz,/reviews/rutiz/,/go/rutiz/,France,prepared meals,https://rutiz.fr/,direct partnership outreach,55,active,Add to France prepared meal challenger pages
Saffron Road,/reviews/saffron-road/,/go/saffron-road/,US,frozen prepared meals,https://www.saffronroad.com/collections/frozen-dinners,direct partnership outreach,55,active,"Add to halal, gluten-free, and international frozen dinner pages"
Sakara,/reviews/sakara/,/go/sakara/,US,premium plant-based prepared meals,https://www.sakara.com/,direct partnership outreach,55,active,"Add to premium wellness, plant-based, and prepared-meal pages"
Seattle Sutton's Healthy Eating,/reviews/seattle-sutton-s-healthy-eating/,/go/seattle-sutton-s-healthy-eating/,US,diet prepared meals,https://www.seattlesutton.com/,direct partnership outreach,55,active,Promote from candidate to active US diet prepared meal pages
Shef,/reviews/shef/,/go/shef/,US,local chef prepared meals,https://shef.com/,direct partnership outreach,55,active,Add to local chef and homemade prepared meal pages
Simmer Eats,/reviews/simmer-eats/,/go/simmer-eats/,UK,prepared meals,https://www.simmereats.com/,direct partnership outreach,55,active,Verify menu/coverage and include as challenger
SimplyCook,/reviews/simplycook/,/go/simplycook/,UK,recipe kit,https://www.simplycook.com/,direct partnership outreach,55,active,Add to UK cheap recipe-kit and grocery-dinner pages
Skagenfood,/reviews/skagenfood/,/go/skagenfood/,Denmark,meal kit,https://skagenfood.dk/,direct partnership outreach,55,active,Add to Denmark seafood and meal-kit pages
Smartfood Hungary,/reviews/smartfood-hungary/,/go/smartfood-hungary/,Hungary,diet prepared meals,https://smart-food.hu/in-english/,direct partnership outreach,55,active_region_check,Add to Hungary boxed diet alternatives
Smartmat,/reviews/smartmat/,/go/smartmat/,Belgium,meal kit,https://www.smartmat.be/,direct partnership outreach,55,active,Add to Belgium meal-kit challenger pages
Snap Kitchen,/reviews/snap-kitchen/,/go/snap-kitchen/,US,prepared meals,https://snapkitchen.com/,direct partnership outreach,55,active_app_route,Add with app-route and regional footprint caveat
Soylent,/reviews/soylent/,/go/soylent/,US,complete nutrition meal replacement,https://soylent.com/collections/meal-replacements,direct partnership outreach,55,active,Add to US complete meal replacement comparisons
Spatula Foods,/reviews/spatula-foods/,/go/spatula-foods/,Canada,frozen meals,https://www.spatulafoods.com/,direct partnership outreach,55,active,Promote to Canada frozen prepared meal pages
Stouffer's,/reviews/stouffer-s/,/go/stouffer-s/,US,comfort frozen meals,https://www.goodnes.com/stouffers/,direct partnership outreach,55,active,Promote candidate to active grocery frozen meal coverage
Sunbasket,/reviews/sunbasket/,/go/sunbasket/,US,meal kit and prepared meals,https://sunbasket.com/,direct partnership outreach,55,active,Promote from watchlist to active route-ready coverage
SuperMenu,/reviews/supermenu/,/go/supermenu/,poland,diet prepared meals,https://supermenu.com.pl/,direct partnership outreach,55,active,Add as celebrity-led diet catering challenger
Tappers,/reviews/tappers/,/go/tappers/,Spain,prepared meals,https://tappers.es/,direct partnership outreach,55,active,Add to Spain prepared meal challenger pages
TasteBox,/reviews/tastebox/,/go/tastebox/,south-africa,meal kit,https://tastebox.co.za/,direct partnership outreach,55,active,Add to South Africa meal-kit challenger list
Tasty9,/reviews/tasty9/,/go/tasty9/,South Korea,prepared meals,https://www.tasty9.co.kr/,direct partnership outreach,55,active,Add to Korea prepared meal challenger pages
Teletál,/reviews/teletal/,/go/teletal/,Hungary,prepared meals,https://www.teletal.hu/,direct partnership outreach,55,active,Add to Hungary prepared meal pages
Territory Foods,/reviews/territory-foods/,/go/territory-foods/,US,prepared meals,https://www.territoryfoods.com/,direct partnership outreach,55,active,Use for diet-filtered prepared-meal comparisons and verify delivery footprint
The Cookaway,/reviews/the-cookaway/,/go/the-cookaway/,UK,premium meal kit,https://www.thecookaway.com/,direct partnership outreach,55,active,Promote from missing priority to active premium meal-kit coverage
The Good Meal Co,/reviews/the-good-meal-co/,/go/the-good-meal-co/,Australia,prepared meals,https://www.thegoodmealco.com.au/,direct partnership outreach,55,active,Add to AU prepared-meal challenger pages
The Good Prep Ireland,/reviews/the-good-prep-ireland/,/go/the-good-prep-ireland/,Ireland,prepared meals,https://thegoodprep.ie/,direct partnership outreach,55,active,Add to Ireland prepared meal challenger pages
The Kai Box,/reviews/the-kai-box/,/go/the-kai-box/,New Zealand,meal kit,https://www.kaibox.co.nz/,direct partnership outreach,55,active,Add to New Zealand meal-kit challenger pages
The Protein Kitchen,/reviews/the-protein-kitchen/,/go/the-protein-kitchen/,uae,high protein meal prep,https://theproteinkitchen.ae/,direct partnership outreach,55,active,Verify current menu and add to high-protein challenger pages
Thistle,/reviews/thistle/,/go/thistle/,US,prepared meals,https://www.thistle.co/,direct partnership outreach,55,active,Use for US premium healthy prepared-meal and high-protein pages
THR1VE,/reviews/thr1ve/,/go/thr1ve/,Australia,prepared meals,https://thrivemeals.com.au/,direct partnership outreach,55,active,Add to AU healthy prepared meal pages
Tiny Organics,/reviews/tiny-organics/,/go/tiny-organics/,US,baby and toddler meals,https://www.tinyorganics.com/,direct partnership outreach,55,active,Add to baby/toddler meal pages
True Dose Mexico,/reviews/true-dose-mexico/,/go/true-dose-mexico/,Mexico,prepared meals,https://truedose.mx/,direct partnership outreach,55,active_region_check,Add to Mexico prepared meal alternatives
Tsukurioki.jp,/reviews/tsukurioki-jp/,/go/tsukurioki-jp/,Japan,prepared meals,https://www.tsukurioki.jp/,direct partnership outreach,55,active,Add to Japan family prepared meal pages
Uitgekookt,/reviews/uitgekookt/,/go/uitgekookt/,Netherlands,prepared meals,https://uitgekookt.nl/,direct partnership outreach,55,active,Research affiliate or direct partner path after domain is live.
Urban AIP,/reviews/urban-aip/,/go/urban-aip/,US,medical diet meals,https://urbanaip.com/,direct partnership outreach,55,active,"Add to AIP, paleo, medical diet, and special-diet pages"
Vegan Masters,/reviews/vegan-masters/,/go/vegan-masters/,Netherlands,frozen plant-based meals,https://veganmasters.nl/,direct partnership outreach,55,active,Add to Netherlands vegan prepared-meal pages
Vit Fit Serbia,/reviews/vit-fit-serbia/,/go/vit-fit-serbia/,Serbia,diet prepared meals,https://vitfit.rs/en,direct partnership outreach,55,active_region_check,Add to Serbia healthy meal delivery alternatives
Watami no Takushoku,/reviews/watami-no-takushoku/,/go/watami-no-takushoku/,Japan,prepared meals,https://www.watami-takushoku.co.jp/,direct partnership outreach,55,active,Add to Japan senior prepared meal and bento pages
Wiltshire Farm Foods,/reviews/wiltshire-farm-foods/,/go/wiltshire-farm-foods/,UK,frozen meals,https://www.wiltshirefarmfoods.com/,direct partnership outreach,55,active,"Add to UK frozen, seniors, and special-diet comparisons"
Wingeat,/reviews/wingeat/,/go/wingeat/,South Korea,prepared meals,https://www.wingeat.com/,direct partnership outreach,55,active,Add to Korea prepared meal challenger pages
Workout Meals,/reviews/workout-meals/,/go/workout-meals/,Australia,fitness prepared meals,https://workoutmeals.com.au/,direct partnership outreach,55,active,Add to AU high-protein challenger comparisons
Wygodna Dieta,/reviews/wygodna-dieta/,/go/wygodna-dieta/,Poland,diet prepared meals,https://www.wygodnadieta.pl/,direct partnership outreach,55,active,Add to Poland diet meal challenger pages
Yumba,/reviews/yumba/,/go/yumba/,Canada,prepared meals,https://www.yumba.ca/,direct partnership outreach,55,active,Add to Canada prepared meal challenger pages
Zomato Healthy Subscriptions,/reviews/zomato-healthy-subscriptions/,/go/zomato-healthy-subscriptions/,India,healthy meal subscription,https://www.zomato.com/,direct partnership outreach,55,active_app_feature,Account for India platform-led healthy subscription demand with app-feature caveat
Lions Prep,/reviews/lions-prep/,/go/lions-prep/,UK,prepared meals,https://www.frive.co.uk/lions-prep,direct partnership outreach,50,watchlist_rebranded,Treat as Frive rebrand context rather than separate active recommendation.
Marley Spoon Australia,/reviews/marley-spoon-australia/,/go/marley-spoon-australia/,Australia,meal kit,https://marleyspoon.com.au/,direct partnership outreach,50,missing_priority,Add AU meal-kit comparison
