"brand","slug","go_route","go_route_exists","review_route","review_route_exists","source_rows","countries","categories","affiliate_program_target","tracking_url_status","cash_route_status","next_money_action","source_next_action"
"Foodette","foodette","/go/foodette/","yes","/reviews/foodette/","yes","1","France","meal kit","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to France meal-kit challenger pages"
"Foodhak","foodhak","/go/foodhak/","yes","/reviews/foodhak/","yes","1","UK","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to UK plant-based prepared meal pages"
"Foodie Fit","foodie-fit","/go/foodie-fit/","yes","/reviews/foodie-fit/","yes","1","US","high protein meal prep","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Las Vegas high-protein meal-prep pages"
"FoodKit","foodkit","/go/foodkit/","yes","/reviews/foodkit/","yes","1","Romania","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Romania meal prep challenger pages"
"Foodmaker","foodmaker","/go/foodmaker/","yes","/reviews/foodmaker/","yes","1","Belgium","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Belgium healthy prepared-meal pages"
"FoodSt","foodst","/go/foodst/","yes","/reviews/foodst/","yes","1","Australia","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add prepared meals alternative"
"Foody Colombia","foody-colombia","/go/foody-colombia/","yes","/reviews/foody-colombia/","yes","1","Colombia","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Colombia prepared meal pages with Bogota caveat"
"Foorban","foorban","/go/foorban/","yes","/reviews/foorban/","yes","1","italy","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Italy prepared-meal and lunch comparison sets"
"Forkful","forkful","/go/forkful/","yes","/reviews/forkful/","yes","1","US","prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to US prepared meal and GLP-1-friendly pages"
"Fratelli Desideri","fratelli-desideri","/go/fratelli-desideri/","yes","/reviews/fratelli-desideri/","yes","1","italy","premium meal kit","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to premium and giftable meal-kit cluster"
"Freasy","freasy","/go/freasy/","yes","/reviews/freasy/","yes","1","Netherlands","frozen prepared meals","needs_research","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Research affiliate or direct partner path after domain is live."
"FrescoFrigo","frescofrigo","/go/frescofrigo/","yes","/reviews/frescofrigo/","yes","1","Italy","prepared meals","direct partnership after fit check","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Account for office prepared-meal demand but separate from consumer rankings"
"Fresh City Farms Meal Kits","fresh-city-farms-meal-kits","/go/fresh-city-farms-meal-kits/","yes","/reviews/fresh-city-farms-meal-kits/","yes","1","Canada","meal kit","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Fresh Fit Foods Naples","fresh-fit-foods-naples","/go/fresh-fit-foods-naples/","yes","/reviews/fresh-fit-foods-naples/","yes","1","US","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Naples and Fort Myers prepared-meal pages"
"Fresh Fit Meals","fresh-fit-meals","/go/fresh-fit-meals/","yes","/reviews/fresh-fit-meals/","yes","1","US","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Iowa diet meal-prep alternatives"
"Fresh Fitness Food","fresh-fitness-food","/go/fresh-fitness-food/","yes","/reviews/fresh-fitness-food/","yes","1","UK","prepared meals","not ready","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Use for alternatives and migration context; route active users to Calo UK"
"Fresh in your Fridge","fresh-in-your-fridge","/go/fresh-in-your-fridge/","yes","/reviews/fresh-in-your-fridge/","yes","1","Canada","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Fresh Meal Plan","fresh-meal-plan","/go/fresh-meal-plan/","yes","/reviews/fresh-meal-plan/","yes","1","US","prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to US fresh prepared meal challenger pages"
"Fresh Meal Prep Nigeria","fresh-meal-prep-nigeria","/go/fresh-meal-prep-nigeria/","yes","/reviews/fresh-meal-prep-nigeria/","yes","1","Nigeria","high protein meal prep","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add as Nigeria high-protein and healthy meal-prep anchor"
"Fresh Meals 2 U","fresh-meals-2-u","/go/fresh-meals-2-u/","yes","/reviews/fresh-meals-2-u/","yes","1","Australia","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Fresh N Fit Cuisine","fresh-n-fit-cuisine","/go/fresh-n-fit-cuisine/","yes","/reviews/fresh-n-fit-cuisine/","yes","1","US","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Atlanta and Southeast prepared-meal pages"
"Fresh n' Fit Cuisine","fresh-n-fit-cuisine","/go/fresh-n-fit-cuisine/","yes","/reviews/fresh-n-fit-cuisine/","yes","1","US","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Fresh N Lean","fresh-n-lean","/go/fresh-n-lean/","yes","/reviews/fresh-n-lean/","yes","1","US","prepared meals","not ready","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Create alternatives angle, do not recommend as active"
"Fresh Prep","fresh-prep","/go/fresh-prep/","yes","/reviews/fresh-prep/","yes","1","Canada","meal kit and prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Promote to Canada meal-kit and prepared-meal comparisons"
"Fresheasy","fresheasy","/go/fresheasy/","yes","/reviews/fresheasy/","yes","1","South Korea","meal kit","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Korea meal-kit anchor pages"
"Freshii Ireland Meal Boxes","freshii-ireland-meal-boxes","/go/freshii-ireland-meal-boxes/","yes","/reviews/freshii-ireland-meal-boxes/","yes","1","Ireland","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Freshkitchen Meals","freshkitchen-meals","/go/freshkitchen-meals/","yes","/reviews/freshkitchen-meals/","yes","1","singapore","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Singapore daily fresh meal-plan cluster"
"Freshly","freshly","/go/freshly/","yes","/reviews/freshly/","yes","1","US","prepared meals","no","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Track only as inactive/legacy competitor context"
"Freshly Prepared UK","freshly-prepared-uk","/go/freshly-prepared-uk/","yes","/reviews/freshly-prepared-uk/","yes","1","UK","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
