country,country_slug,category_cluster,brand_a,brand_b,winner,url,status
United States,us,prepared meal delivery,Farm to Fit,Fitlife Foods,Farm to Fit,/vs/farm-to-fit-vs-fitlife-foods-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Farm to Fit,Forkful,Forkful,/vs/farm-to-fit-vs-forkful-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Farm to Fit,Fresh N Fit Cuisine,Farm to Fit,/vs/farm-to-fit-vs-fresh-n-fit-cuisine-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Farm to Fit,Front Porch Pantry,Farm to Fit,/vs/farm-to-fit-vs-front-porch-pantry-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Farm to Fit,Healthy Meals Direct,Farm to Fit,/vs/farm-to-fit-vs-healthy-meals-direct-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Farm to Fit,Locale,Locale,/vs/farm-to-fit-vs-locale-us-prepared-meal-delivery/,generated
United States,us,grocery dinner delivery,FarmboxRx,Haven's Kitchen,FarmboxRx,/vs/farmboxrx-vs-haven-s-kitchen-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,FarmboxRx,Imperfect Foods,FarmboxRx,/vs/farmboxrx-vs-imperfect-foods-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,FarmboxRx,Little Sesame,FarmboxRx,/vs/farmboxrx-vs-little-sesame-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,FarmboxRx,Primal Kitchen Sauces,FarmboxRx,/vs/farmboxrx-vs-primal-kitchen-sauces-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,FarmboxRx,Siete Foods,FarmboxRx,/vs/farmboxrx-vs-siete-foods-us-grocery-dinner-delivery/,generated
Ireland,ireland,prepared meal delivery,Farmhouse Meals Ireland,Fit Food Dublin,Fit Food Dublin,/vs/farmhouse-meals-ireland-vs-fit-food-dublin-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Farmhouse Meals Ireland,Freshii Ireland Meal Boxes,Farmhouse Meals Ireland,/vs/farmhouse-meals-ireland-vs-freshii-ireland-meal-boxes-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Farmhouse Meals Ireland,Fuel Food Ireland,Fuel Food Ireland,/vs/farmhouse-meals-ireland-vs-fuel-food-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Farmhouse Meals Ireland,Galway Meal Prep,Galway Meal Prep,/vs/farmhouse-meals-ireland-vs-galway-meal-prep-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Farmhouse Meals Ireland,Healthy Kitchen Ireland,Farmhouse Meals Ireland,/vs/farmhouse-meals-ireland-vs-healthy-kitchen-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Farmhouse Meals Ireland,Macro Meals Ireland,Macro Meals Ireland,/vs/farmhouse-meals-ireland-vs-macro-meals-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Farmhouse Meals Ireland,Meals4Health,Meals4Health,/vs/farmhouse-meals-ireland-vs-meals4health-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Farmhouse Meals Ireland,Protein Prep Ireland,Protein Prep Ireland,/vs/farmhouse-meals-ireland-vs-protein-prep-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Farmhouse Meals Ireland,Ready Chef Ireland,Ready Chef Ireland,/vs/farmhouse-meals-ireland-vs-ready-chef-ireland-ireland-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Fed Fed Fed,Essential Meal Delivery,Fed Fed Fed,/vs/fed-fed-fed-vs-essential-meal-delivery-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Fed Fed Fed,Fit Kitchen Canada,Fed Fed Fed,/vs/fed-fed-fed-vs-fit-kitchen-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Fed Fed Fed,Goodfood Ready-to-Eat,Fed Fed Fed,/vs/fed-fed-fed-vs-goodfood-ready-to-eat-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Fed Fed Fed,Honey Bee Meals,Fed Fed Fed,/vs/fed-fed-fed-vs-honey-bee-meals-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Fed Fed Fed,Inspired Go Alberta,Fed Fed Fed,/vs/fed-fed-fed-vs-inspired-go-alberta-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Fed Fed Fed,Inspired Go,Fed Fed Fed,/vs/fed-fed-fed-vs-inspired-go-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Fed Fed Fed,Meal Prep Ottawa,Fed Fed Fed,/vs/fed-fed-fed-vs-meal-prep-ottawa-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Fed Fed Fed,MealFix Canada,Fed Fed Fed,/vs/fed-fed-fed-vs-mealfix-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Fed Fed Fed,MealPro Canada,Fed Fed Fed,/vs/fed-fed-fed-vs-mealpro-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Fed Fed Fed,My Chef Meal Prep,Fed Fed Fed,/vs/fed-fed-fed-vs-my-chef-meal-prep-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Fed Fed Fed,Revive Superfoods Canada,Fed Fed Fed,/vs/fed-fed-fed-vs-revive-superfoods-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Fed Fed Fed,Yumba,Yumba,/vs/fed-fed-fed-vs-yumba-canada-prepared-meal-delivery/,generated
New Zealand,new-zealand,frozen meal delivery,FED New Zealand,Bellyful,FED New Zealand,/vs/fed-new-zealand-vs-bellyful-new-zealand-frozen-meal-delivery/,generated
New Zealand,new-zealand,prepared meal delivery,FED.,Fitfood NZ,FED.,/vs/fed-vs-fitfood-nz-new-zealand-prepared-meal-delivery/,generated
New Zealand,new-zealand,prepared meal delivery,FED.,Jamie's Angels,FED.,/vs/fed-vs-jamie-s-angels-new-zealand-prepared-meal-delivery/,generated
New Zealand,new-zealand,prepared meal delivery,FED.,Jess' Underground Kitchen,FED.,/vs/fed-vs-jess-underground-kitchen-new-zealand-prepared-meal-delivery/,generated
United Kingdom,uk,diet meal delivery,Field Doctor,Balance Box,Field Doctor,/vs/field-doctor-vs-balance-box-uk-diet-meal-delivery/,generated
United Kingdom,uk,diet meal delivery,Field Doctor,The Pure Package,Field Doctor,/vs/field-doctor-vs-the-pure-package-uk-diet-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,FieldGoods,All About The Cooks,FieldGoods,/vs/fieldgoods-vs-all-about-the-cooks-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,FieldGoods,Cook My Grub,FieldGoods,/vs/fieldgoods-vs-cook-my-grub-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,FieldGoods,Foodhak,Foodhak,/vs/fieldgoods-vs-foodhak-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,FieldGoods,Ginger & Lime,FieldGoods,/vs/fieldgoods-vs-ginger-and-lime-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,FieldGoods,HomeCooks,HomeCooks,/vs/fieldgoods-vs-homecooks-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,FieldGoods,Kirsty's,Kirsty's,/vs/fieldgoods-vs-kirsty-s-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,FieldGoods,Kurami,Kurami,/vs/fieldgoods-vs-kurami-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,FieldGoods,Lions Prep,FieldGoods,/vs/fieldgoods-vs-lions-prep-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,FieldGoods,Mindful Chef Ready Meals,FieldGoods,/vs/fieldgoods-vs-mindful-chef-ready-meals-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,FieldGoods,Potage,FieldGoods,/vs/fieldgoods-vs-potage-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,FieldGoods,PrepKing,PrepKing,/vs/fieldgoods-vs-prepking-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,FieldGoods,Simmer Eats,FieldGoods,/vs/fieldgoods-vs-simmer-eats-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,FieldGoods,Tweakd,FieldGoods,/vs/fieldgoods-vs-tweakd-uk-prepared-meal-delivery/,generated
United States,us,diet meal delivery,Fit & Fresh Meals,Fresh Fit Meals,Fresh Fit Meals,/vs/fit-and-fresh-meals-vs-fresh-fit-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Fit & Fresh Meals,Healthy Course Meals,Fit & Fresh Meals,/vs/fit-and-fresh-meals-vs-healthy-course-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Fit & Fresh Meals,Healthy For Life Meals,Fit & Fresh Meals,/vs/fit-and-fresh-meals-vs-healthy-for-life-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Fit & Fresh Meals,Healthy Meals Kitchen,Fit & Fresh Meals,/vs/fit-and-fresh-meals-vs-healthy-meals-kitchen-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Fit & Fresh Meals,Healthy Xpress,Healthy Xpress,/vs/fit-and-fresh-meals-vs-healthy-xpress-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Fit & Fresh Meals,Hers Meal Replacement,Fit & Fresh Meals,/vs/fit-and-fresh-meals-vs-hers-meal-replacement-us-diet-meal-delivery/,generated
Poland,poland,diet meal delivery,Fit Apetit,SuperMenu,SuperMenu,/vs/fit-apetit-vs-supermenu-poland-diet-meal-delivery/,generated
Poland,poland,diet meal delivery,Fit Apetit,Wygodna Dieta,Fit Apetit,/vs/fit-apetit-vs-wygodna-dieta-poland-diet-meal-delivery/,generated
United States,us,prepared meal delivery,fit-flavors,Fitlife Foods,fit-flavors,/vs/fit-flavors-vs-fitlife-foods-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,fit-flavors,Forkful,Forkful,/vs/fit-flavors-vs-forkful-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,fit-flavors,Fresh N Fit Cuisine,fit-flavors,/vs/fit-flavors-vs-fresh-n-fit-cuisine-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,fit-flavors,Front Porch Pantry,fit-flavors,/vs/fit-flavors-vs-front-porch-pantry-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,fit-flavors,Healthy Meals Direct,fit-flavors,/vs/fit-flavors-vs-healthy-meals-direct-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,fit-flavors,Locale,Locale,/vs/fit-flavors-vs-locale-us-prepared-meal-delivery/,generated
Thailand,thailand,high-protein meal prep,Fit Food Always,Fitmeal Thailand,Fit Food Always,/vs/fit-food-always-vs-fitmeal-thailand-thailand-high-protein-meal-prep/,generated
Thailand,thailand,high-protein meal prep,Fit Food Always,Pure Prep Bangkok,Fit Food Always,/vs/fit-food-always-vs-pure-prep-bangkok-thailand-high-protein-meal-prep/,generated
Ireland,ireland,prepared meal delivery,Fit Food Dublin,Freshii Ireland Meal Boxes,Fit Food Dublin,/vs/fit-food-dublin-vs-freshii-ireland-meal-boxes-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Food Dublin,Fuel Food Ireland,Fit Food Dublin,/vs/fit-food-dublin-vs-fuel-food-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Food Dublin,Galway Meal Prep,Fit Food Dublin,/vs/fit-food-dublin-vs-galway-meal-prep-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Food Dublin,Healthy Kitchen Ireland,Fit Food Dublin,/vs/fit-food-dublin-vs-healthy-kitchen-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Food Dublin,Macro Meals Ireland,Fit Food Dublin,/vs/fit-food-dublin-vs-macro-meals-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Food Dublin,Meals4Health,Meals4Health,/vs/fit-food-dublin-vs-meals4health-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Food Dublin,Protein Prep Ireland,Fit Food Dublin,/vs/fit-food-dublin-vs-protein-prep-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Food Dublin,Ready Chef Ireland,Fit Food Dublin,/vs/fit-food-dublin-vs-ready-chef-ireland-ireland-prepared-meal-delivery/,generated
Japan,japan,frozen meal delivery,FIT FOOD HOME,GREEN SPOON Japan,FIT FOOD HOME,/vs/fit-food-home-vs-green-spoon-japan-japan-frozen-meal-delivery/,generated
Japan,japan,frozen meal delivery,FIT FOOD HOME,Mitsuboshi Farm,FIT FOOD HOME,/vs/fit-food-home-vs-mitsuboshi-farm-japan-frozen-meal-delivery/,generated
Japan,japan,frozen meal delivery,FIT FOOD HOME,nosh Japan,nosh Japan,/vs/fit-food-home-vs-nosh-japan-japan-frozen-meal-delivery/,generated
United States,us,high-protein meal prep,Fit Food Prep,Fit Fresh 417,Fit Food Prep,/vs/fit-food-prep-vs-fit-fresh-417-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Fit Food Prep,Fit Kitchen Meal Prep,Fit Food Prep,/vs/fit-food-prep-vs-fit-kitchen-meal-prep-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Fit Food Prep,Fit Meals 4U,Fit Meals 4U,/vs/fit-food-prep-vs-fit-meals-4u-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Fit Food Prep,Foodie Fit,Foodie Fit,/vs/fit-food-prep-vs-foodie-fit-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Fit Food Prep,Healthy And Fresh Meal Prep,Fit Food Prep,/vs/fit-food-prep-vs-healthy-and-fresh-meal-prep-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Fit Food Prep,Instant Muscle Meals,Fit Food Prep,/vs/fit-food-prep-vs-instant-muscle-meals-us-high-protein-meal-prep/,generated
Romania,romania,diet meal delivery,Fit Food Way,Caserola Fit,Fit Food Way,/vs/fit-food-way-vs-caserola-fit-romania-diet-meal-delivery/,generated
Romania,romania,diet meal delivery,Fit Food Way,FoodKit,Fit Food Way,/vs/fit-food-way-vs-foodkit-romania-diet-meal-delivery/,generated
Romania,romania,diet meal delivery,Fit Food Way,LifeBox,LifeBox,/vs/fit-food-way-vs-lifebox-romania-diet-meal-delivery/,generated
Romania,romania,diet meal delivery,Fit Food Way,LifeBox Romania,Fit Food Way,/vs/fit-food-way-vs-lifebox-romania-romania-diet-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Foods Ireland,Clean Eats Ireland,Fit Foods Ireland,/vs/fit-foods-ireland-vs-clean-eats-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Foods Ireland,Cork Meal Prep,Fit Foods Ireland,/vs/fit-foods-ireland-vs-cork-meal-prep-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Foods Ireland,Dublin Meal Prep,Fit Foods Ireland,/vs/fit-foods-ireland-vs-dublin-meal-prep-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Foods Ireland,Dublin Meat Company Ready Meals,Fit Foods Ireland,/vs/fit-foods-ireland-vs-dublin-meat-company-ready-meals-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Foods Ireland,Farmhouse Meals Ireland,Fit Foods Ireland,/vs/fit-foods-ireland-vs-farmhouse-meals-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Foods Ireland,Fit Food Dublin,Fit Foods Ireland,/vs/fit-foods-ireland-vs-fit-food-dublin-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Foods Ireland,Freshii Ireland Meal Boxes,Fit Foods Ireland,/vs/fit-foods-ireland-vs-freshii-ireland-meal-boxes-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Foods Ireland,Fuel Food Ireland,Fit Foods Ireland,/vs/fit-foods-ireland-vs-fuel-food-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Foods Ireland,Galway Meal Prep,Fit Foods Ireland,/vs/fit-foods-ireland-vs-galway-meal-prep-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Foods Ireland,Healthy Kitchen Ireland,Fit Foods Ireland,/vs/fit-foods-ireland-vs-healthy-kitchen-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Foods Ireland,LeanBox,Fit Foods Ireland,/vs/fit-foods-ireland-vs-leanbox-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Foods Ireland,Macro Meals Ireland,Fit Foods Ireland,/vs/fit-foods-ireland-vs-macro-meals-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Foods Ireland,Meals4Health,Fit Foods Ireland,/vs/fit-foods-ireland-vs-meals4health-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Foods Ireland,Protein Prep Ireland,Fit Foods Ireland,/vs/fit-foods-ireland-vs-protein-prep-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Fit Foods Ireland,Ready Chef Ireland,Fit Foods Ireland,/vs/fit-foods-ireland-vs-ready-chef-ireland-ireland-prepared-meal-delivery/,generated
United States,us,high-protein meal prep,Fit Fresh 417,Fit Kitchen Meal Prep,Fit Fresh 417,/vs/fit-fresh-417-vs-fit-kitchen-meal-prep-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Fit Fresh 417,Fit Meals 4U,Fit Meals 4U,/vs/fit-fresh-417-vs-fit-meals-4u-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Fit Fresh 417,Foodie Fit,Foodie Fit,/vs/fit-fresh-417-vs-foodie-fit-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Fit Fresh 417,Healthy And Fresh Meal Prep,Fit Fresh 417,/vs/fit-fresh-417-vs-healthy-and-fresh-meal-prep-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Fit Fresh 417,Instant Muscle Meals,Fit Fresh 417,/vs/fit-fresh-417-vs-instant-muscle-meals-us-high-protein-meal-prep/,generated
Canada,canada,prepared meal delivery,Fit Kitchen Canada,Essential Meal Delivery,Fit Kitchen Canada,/vs/fit-kitchen-canada-vs-essential-meal-delivery-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Fit Kitchen Canada,Goodfood Ready-to-Eat,Fit Kitchen Canada,/vs/fit-kitchen-canada-vs-goodfood-ready-to-eat-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Fit Kitchen Canada,Honey Bee Meals,Honey Bee Meals,/vs/fit-kitchen-canada-vs-honey-bee-meals-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Fit Kitchen Canada,Inspired Go Alberta,Fit Kitchen Canada,/vs/fit-kitchen-canada-vs-inspired-go-alberta-canada-prepared-meal-delivery/,generated
